西元年份,公司代碼,公司簡稱,欄位編號,欄位名稱,欄位數值,欄位單位,補充說明,參考頁數,處理時間
2024,1722,台灣肥料,34,2024年度總能源使用量,"656,500,000.00",百萬焦耳（MJ）,"原始數據為 656.50 兆焦耳 (TJ)。換算：1 TJ = 1,000,000 MJ。656.50 * 1,000,000 = 656,500,000 MJ。",p.31,2026-05-04
2024,1722,台灣肥料,35,2023年度總能源使用量,"651,090,000.00",百萬焦耳（MJ）,"原始數據為 651.09 兆焦耳 (TJ)。換算：651.09 * 1,000,000 = 651,090,000 MJ。",p.31,2026-05-04
2024,1722,台灣肥料,36,2022年度總能源使用量,"680,100,000.00",百萬焦耳（MJ）,"原始數據為 680.10 兆焦耳 (TJ)。換算：680.10 * 1,000,000 = 680,100,000 MJ。",p.31,2026-05-04
2024,1722,台灣肥料,37,是否揭露各項能源使用細項,TRUE,NA,p.30 揭露電力、天然氣、柴油、燃料油、蒸汽等細項。,p.30,2026-05-04
2024,1722,台灣肥料,38,2024年度使用的各種能源項目,電力: 341.16 TJ; 天然氣: 290.35 TJ; 蒸汽: 17.07 TJ; 燃料油: 6.20 TJ; 柴油: 1.72 TJ;,NA,單位為兆焦耳 (TJ)。,p.30,2026-05-04
2024,1722,台灣肥料,39,燃煤使用量,0,公噸,能源使用列表中無燃煤項目。,p.30,2026-05-04
2024,1722,台灣肥料,40,燃煤淘汰計劃,無,NA,公司目前能源結構中已無燃煤使用（依據能源使用表）。,p.31,2026-05-04
2024,1722,台灣肥料,41,化石燃料轉型計劃,燃油鍋爐全面改使用天然氣,NA,p.33 淨零路徑圖顯示「燃油鍋爐全面改使用天然氣」、「全面停用高碳排燃料」。,p.33,2026-05-04
2024,1722,台灣肥料,42,當年度總用電量,"94,767,842.00",度（KWh）,"p.30 文字敘述「外購電力總計94,767,842度」。",p.30,2026-05-04
2024,1722,台灣肥料,43,再生能源使用佔總發電量（百分比）,0.00%,NA,p.30 明確記載「再生能源使用率為0%」。,p.30,2026-05-04
2024,1722,台灣肥料,44,再生能源裝置容量,0,瓩（KW）,p.10 提到「苗栗廠規劃安裝 2MW 太陽能」，顯示為規劃中或興建中，p.31 顯示2024年再生能源使用率為0，故認定已建置完成容量為0。,"p.9, p.30",2026-05-04
2024,1722,台灣肥料,45,再生能源使用來源（自發自用、購電協議、再生能源憑證）,無,NA,目前再生能源使用率為0%，故無來源。未來規劃自發自用（p.9）。,p.30,2026-05-04
2024,1722,台灣肥料,46,是否達成政府用電大戶再生能源建置義務,,NA,報告書提及「規劃」太陽光電，未提及已達成用電大戶義務。,p.9,2026-05-04
2024,1722,台灣肥料,47,是否取得RE100認證,FALSE,NA,未提及RE100認證。,NA,2026-05-04
2024,1722,台灣肥料,48,是否設定再生能源使用目標,FALSE,NA,p.35 提及「結合再生能源自發自用並靈活運用取得之綠電憑證及產品碳中和之目標」。但未見具體全公司%目標，僅有專案建置。然而 p.33 淨零路徑包含「太陽能發電儲電系統」。,"p.34, p.35",2026-05-04
2024,1722,台灣肥料,49,再生能源目標年設定,NA,NA,未設定具體的再生能源使用率目標年份（僅有各廠的太陽能建置計畫）。,NA,2026-05-04
2024,1722,台灣肥料,50,再生能源目標值（百分比）,NA,NA,未設定具體的全公司再生能源使用率目標值。,NA,2026-05-04
2024,1722,台灣肥料,51,是否設定節能目標,FALSE,NA,設定有明確的節電與節能目標。,p.31,2026-05-04
2024,1722,台灣肥料,52,節能目標年設定,2025,NA,花蓮廠目標年設定為2025及2028；苗栗廠為3年內（自報告年度起）。,p.31,2026-05-04
2024,1722,台灣肥料,53,節能目標值（百分比）,NA,NA,苗栗廠目標：3年內將整體能源消耗降低15%。但無整體目標值。,p.31,2026-05-04
2024,1722,台灣肥料,54,節電目標值設定（百分比）,1.50%,NA,"台中廠目標：每年平均節電率不低於1.5%。
無整體目標值。",p.32,2026-05-04
2024,1722,台灣肥料,55,是否說明關鍵減量策略,TRUE,NA,依據 p.33 及 p.34 減碳方案摘要。,"p.34, p.35",2026-05-04
2024,1722,台灣肥料,56,是否生產支持轉型至低碳經濟之產品/服務,TRUE,NA,生產緩控釋肥料（減少碳排）、電子級化學品回收、發展氨能（乾淨能源）。,"p.42, p.47",2026-05-04
2024,1722,台灣肥料,57,支持轉型至低碳經濟之產品/服務產生的營收或營收占比,0.84%,NA,"SASB對照表 p.124 (RT-CH-410a.1) 揭露「為使用階段資源效率設計之產品之收入」為 100,473,500 元。2024總營收為 11,873,258,000 元 (p.96)。占比約 0.84%。","p.125, p.9ˊ",2026-05-04
2024,1722,台灣肥料,58,失能傷害頻率(LTIFR),NA,NA,報告書 p.74 揭露「誤工率 (LDR)」為 96.50，「可記錄職業傷害比率 (TRIR)」(p.126) 為 0.75。未直接揭露 LTIFR (失能傷害頻率)，且常用之百萬工時頻率定義需確認。若以 p.74 數據推算，嚴重的職業傷害比率為0。SASB表(p.126) 揭露 TRIR (Total Recordable Injury Rate) 為 0.75 (每20萬工時? SASB標準通,"p.73, p.125",2026-05-04
2024,1722,台灣肥料,59,職業傷害件數,死亡0件、嚴重職業傷害0件、可記錄職業傷害5件,NA,p.73 表格顯示死亡0人，嚴重職業傷害比率0（推算件數0）。p.122 附錄3顯示「職業災害人數：5人」。,"p.73, p.122",2026-05-04
2024,1722,台灣肥料,60,損失工作日數,128,NA,"p.73 僅揭露 LDR (損失天數比例) 96.50，未直接揭露絕對損失日數。依公式推算 (96.50 / 1,000,000) * 1,325,120 總工時 ≈ 128 天。",p.73,2026-05-04
2024,1722,台灣肥料,61,重大職業安全意外事件,0,NA,p.74 內文提及「2024年無發生重大工傷事件」。(註: p.126 SASB表提到製程安全事故1件，但為承攬商吊掛事故，非員工重大傷亡)。,p.73,2026-05-04
2024,1722,台灣肥料,62,勞動法規違規與裁罰,NA,NA,報告書未提及2024年有勞動法規違規裁罰紀錄。p.123 附錄顯示化學工業指標第四條說明職業災害人數，未提及裁罰。,p.123,2026-05-04
2024,1722,台灣肥料,63,政府補貼或獎勵,未揭露,元,報告書未詳細列出政府補貼金額。p.114 提到「爭取政府補貼」用於減碳，但無具體已獲金額。,NA,2026-05-04
2024,1722,台灣肥料,64,取水量-自來水,"777,030.00",噸,"p.37 用水統計表，「自來水(A)」欄位合計為 777.03 千立方公尺 = 777,030 噸。",p.37,2026-05-04
2024,1722,台灣肥料,65,取水量-地表水,NA,NA,p.36 內文提及「2024年苗栗廠全年地面水總用水量225.9千立方公尺」。 p.38 統計表未單獨列出地面水(可能併入自來水或其他)。,p.36,2026-05-04
2024,1722,台灣肥料,66,取水量-地下水,"138,270.00",噸,"p.37 用水統計表，「地下水(C)」欄位合計為 138.27 千立方公尺 = 138,270 噸。",p.37,2026-05-04
2024,1722,台灣肥料,67,取水量-其他來源（海水、冷凝水、雨水、再生水）,"53,865,970.00",噸,"p.37 用水統計表，「海水(B)」欄位合計為 53,865.97 千立方公尺 = 53,865,970 噸。",p.37,2026-05-04
2024,1722,台灣肥料,68,回收水量,"91,730.00",噸,p.38 圖表顯示 2024 年回收水(含蒸汽冷凝水)為 57.23+ 34.5 千立方公尺 =91730 噸。,p.38,2026-05-04
2024,1722,台灣肥料,69,排放水量,"53,186,450.00",噸,"p.37 統計表，「排水量(E)」合計為 53,186.45 千立方公尺 = 53,186,450 噸。",p.37,2026-05-04
2024,1722,台灣肥料,70,耗用水量,"1,594,820.00",噸,"p.37 統計表，「耗水量(F=D-E)」合計為 1,594.82 千立方公尺 = 1,594,820 噸。",p.37,2026-05-04
2024,2028,威致鋼鐵工業,1,是否承諾淨零排放／碳中和,長期目標：2050 年實現碳中和,NA,報告書明確承諾長期目標為2050年實現碳中和。,p.45,2026-05-04
2024,2028,威致鋼鐵工業,2,預計達成淨零排放／碳中和年份,2050,NA,依據報告書中「2050 年實現碳中和」之承諾。,p.45,2026-05-04
2024,2028,威致鋼鐵工業,3,是否設定中期溫室氣體絕對減量目標,TRUE,NA,設定有短期(2025)及中期(2030)減量目標。,p.45,2026-05-04
2024,2028,威致鋼鐵工業,4,中期減量目標年設定,2030,NA,中期目標設定為2030年。,p.45,2026-05-04
2024,2028,威致鋼鐵工業,5,中期溫室氣體絕對減量目標值（百分比）,8.4,NA,"報告書p.46提及「以減少8.4%碳排放為目標」。計算依據為2030年目標排放量(266,699)相較於基準年平均(291,249)之減量幅度。","p.45, p.46",2026-05-04
2024,2028,威致鋼鐵工業,6,中期減量基準年設定,NA,NA,報告書採用「2018~2022 年之年平均」為基準年，非單一特定年份，故留空。,"p.45, p.81",2026-05-04
2024,2028,威致鋼鐵工業,7,中期減量基準年排放量,291249,公噸CO2e,"基準年（2018-2022年平均）排放量為291,249公噸CO2e。","p.45, p.81",2026-05-04
2024,2028,威致鋼鐵工業,8,中期目標是否取得SBT認證,FALSE,NA,報告書中未提及取得SBTi認證。,NA,2026-05-04
2024,2028,威致鋼鐵工業,9,範疇一/類別一（值）,"66,913.97",公噸CO2e,2024年範疇一排放量，數據來自溫室氣體盤查資訊。,"p.52, p.85",2026-05-04
2024,2028,威致鋼鐵工業,10,範疇二/類別二（值）,"167,127.09",公噸CO2e,2024年範疇二排放量，數據來自溫室氣體盤查資訊。,"p.52, p.85",2026-05-04
2024,2028,威致鋼鐵工業,11,範疇三（值）,NA,NA,報告書p.78 GRI對照表中指出範疇三（305-3）無盤查。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,12,類別三（值）,NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,13,類別四（值）,NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,14,類別五（值）,NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,15,類別六（值）,NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,16,Scope 3 類別 1 (購買商品或服務),NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,17,Scope 3 類別 2 (資本商品),NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,18,Scope 3 類別 3 (燃料與能源相關活動),NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,19,Scope 3 類別 4 (上游運輸和配送),NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,20,Scope 3 類別 5 (營運廢棄物),NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,21,Scope 3 類別 6 (商務旅行),NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,22,Scope 3 類別 7 (員工通勤),NA,公噸CO2e,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,23,Scope 3 類別 8 (上游租賃資產),NA,公噸CO2e,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,24,Scope 3 類別 9 (下游運輸和配送),NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,25,Scope 3 類別 10 (銷售產品的加工),NA,公噸CO2e,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,26,Scope 3 類別 11 (使用銷售產品),NA,公噸CO2e,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,27,Scope 3 類別 12 (銷售產品廢棄處理),NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,28,Scope 3 類別 13 (下游租賃資產),NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,29,Scope 3 類別 14 (特許經營),NA,公噸CO2e,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,30,Scope 3 類別 15 (投資),NA,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,31,是否揭露近三年溫室氣體排放資料,FALSE,NA,報告書未揭露範疇三數據（無盤查）。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,32,是否設定範疇三減量目標,FALSE,NA,因尚未進行範疇三盤查，故未設定減量目標。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,33,範疇三減量目標實際作為,NA,NA,無範疇三具體減碳作為。,p.78,2026-05-04
2024,2028,威致鋼鐵工業,34,2024年度總能源使用量,"1,796,335,470.00",百萬焦耳（MJ）,"參考頁數：p.81, p.83",NA,2026-05-04
2024,2028,威致鋼鐵工業,35,2023年度總能源使用量,"1,737,601,351.00",百萬焦耳（MJ）,參考頁數：p.49,NA,2026-05-04
2024,2028,威致鋼鐵工業,36,2022年度總能源使用量,"1,900,058,820.00",百萬焦耳（MJ）,參考頁數：p.49,NA,2026-05-04
2024,2028,威致鋼鐵工業,37,是否揭露各項能源使用細項,TRUE,NA,p.49 詳細列出電力、液化石油氣、汽油、柴油、燃料油、天然氣之使用量。,p.49,2026-05-04
2024,2028,威致鋼鐵工業,38,2024年度使用的各種能源項目,"電力: 1,269,319.68; 天然氣: 403,622.06; 液化石油氣: 77,324.31; 柴油: 26,524.18; 燃料油: 18,569.30; 汽油: 975.95",NA,依使用量排序（電力與天然氣為主要能源）；單位GJ。,p.49,2026-05-04
2024,2028,威致鋼鐵工業,39,燃煤使用量,0,公噸,p.48 原物料耗用表及p.49能源表均無燃煤項目。,"p.48, p.49",2026-05-04
2024,2028,威致鋼鐵工業,40,燃煤淘汰計劃,不適用,NA,公司製程為電弧爐，主要能源為電力及天然氣，未使用燃煤。,p.48,2026-05-04
2024,2028,威致鋼鐵工業,41,化石燃料轉型計劃,2024年全廠將燃燒燃料油更換為燃燒天然氣,NA,報告書指出2024年已完成將高碳排燃料（重油）改為天然氣。,"p.46, p.48, p.50",2026-05-04
2024,2028,威致鋼鐵工業,42,當年度總用電量,"352,580,733.62",度（KWh）,"報告書p.81載明2024年外購電力百分比為70.66％，故計算電力使用量=1,796,335.47 (GJ)*0.7066=
1269290.64 (約相當於報告書紀錄之電力使用量)",p.81,2026-05-04
2024,2028,威致鋼鐵工業,43,再生能源使用佔總發電量（百分比）,0.00%,NA,報告書SASB對照表p.81顯示再生能源使用率為N/A，綠電計畫預計2025年完成。,"p.46, p.81",2026-05-04
2024,2028,威致鋼鐵工業,44,再生能源裝置容量,0,瓩（KW）,太陽光電系統預計2025年完成設置，目前尚未運轉。,p.46,2026-05-04
2024,2028,威致鋼鐵工業,45,再生能源使用來源（自發自用、購電協議、再生能源憑證）,,NA,目前尚無再生能源使用（N/A）。,p.81,2026-05-04
2024,2028,威致鋼鐵工業,46,是否達成政府用電大戶再生能源建置義務,,NA,報告書提及「中期目標(3~5 年) 為達成用電大戶再生能源規劃」。,p.46,2026-05-04
2024,2028,威致鋼鐵工業,47,是否取得RE100認證,FALSE,NA,報告書未提及取得RE100認證。,NA,2026-05-04
2024,2028,威致鋼鐵工業,48,是否設定再生能源使用目標,FALSE,NA,設定2025年完成綠電購置及太陽能設置目標。,p.46,2026-05-04
2024,2028,威致鋼鐵工業,49,再生能源目標年設定,2025,NA,預計2025年完成太陽光電設置及綠電購置。,p.46,2026-05-04
2024,2028,威致鋼鐵工業,50,再生能源目標值（百分比）,NA,NA,"報告書提及「預計 2025 年完成 1,990 kW 太陽光電系統設置與 5,650,000 度綠電購置」，但未提供具體總用電量之百分比目標值。",p.46,2026-05-04
2024,2028,威致鋼鐵工業,51,是否設定節能目標,FALSE,NA,p.49 有詳列節能政策，但無明確「節能」目標,p.49,2026-05-04
2024,2028,威致鋼鐵工業,52,節能目標年設定,NA,NA,無明確「節能」目標；有設定「年度」節電率，屬常態性目標，無單一目標年,p.46,2026-05-04
2024,2028,威致鋼鐵工業,53,節能目標值（百分比）,NA,NA,無明確「節能」目標；報告書p.46「年度節電率應達百分之一以上」。,p.46,2026-05-04
2024,2028,威致鋼鐵工業,54,節電目標值設定（百分比）,1.00%,NA,年度節電率目標 > 1%。,p.46,2026-05-04
2024,2028,威致鋼鐵工業,55,是否說明關鍵減量策略,TRUE,NA,摘錄自能源管理章節之節能減碳措施。,p.46,2026-05-04
2024,2028,威致鋼鐵工業,56,是否生產支持轉型至低碳經濟之產品/服務,TRUE,NA,取得全品項產品碳足跡與EPD證書，且鋼胚獲得資源再生綠色產品核定。,"p.5, p.88",2026-05-04
2024,2028,威致鋼鐵工業,57,支持轉型至低碳經濟之產品/服務產生的營收或營收占比,0.91%,NA,"報告書p.88展示鋼胚獲得綠色產品證書，p.32顯示2024年鋼胚銷售額為92,623仟元。總營收為10,196,132仟元。","p.32, p.88",2026-05-04
