基金代號,公司,統一編號,溫室氣體排放量（公噸二氧化碳當量）,淨零目標年,2030年減量目標設定,SBTi 承諾,有具體減量策略,範疇三揭露,範疇三減量規劃,近三年能效進步率,節能目標設定,再生能源使用率,是否完成用電大戶再生能源設置義務,中期再生能源目標,RE100承諾,燃煤使用量（公噸）
0053,台積電,22099131,"11,418,278",2050,,❌,氣候韌性方面，推動低碳製造，持續採用最佳技術減少溫室氣體排放。使用再生能源，持續使用再生能源及設置太陽能發電系統。提升能源使用效率，持續導入節能措施，積極落實節能行動。在供應鏈方面，透過 T.S.M.C. 供應鏈減碳行動策略，包括績效追蹤、提供支持、提升動機、創新合作四大方向進行減碳。,❌,✅,-6.6%,,14.1%,❌,18% (2030),✅,0
0053,群創,12800225,"2,412,736",,25%,遠低於2°C,公司規劃短中期減碳目標為至 2030 年溫室氣體範疇一與範疇二排放量相較基準年 2020 年減量 25%。減量策略包含製程低碳轉型、能源效率提升、再生能源裝置設置。採取行動包含維持高效率尾氣削減設備效率、FCs 氣體減量使用、降低石化燃料使用、汰換老舊設備提升能源使用效率、設置太陽能發電裝置、設置沼氣生質發電裝置與評估低碳能源發電裝置等。,❌,✅,3.0%,2%,4.9%,,無目標年,❌,0
0053,友達,84149738,"1,971,913",2050,42%,符合1.5°C目標,友達推動低碳供應鏈之策略一為「數位平台的導入與減碳路徑的規劃」，目標是透過數位科技及環保資源來引導供應鏈在 2030 年達成減碳 20% 的目標。2023 年友達與經濟部聯合 15 家關鍵供應商啟動「以大帶小製造業低碳及智慧化升級轉型補助」專案，並於 2024 年完成計劃中各項減碳目標。透過此專案，友達發揮產業影響力，以務實的技術與輔導，助攻供應商導入數位節能與碳管理機制，建置有效且長期運行的低碳轉型模式，推動整個供應鏈的低碳化目標。,❌,✅,7.0%,5%,6.7%,✅,30% (2030),✅,0
0053,聯電,47217677,"1,430,027",2050,42%,符合1.5°C目標,聯電已擬定低碳轉型計畫，將分別針對營運活動的直接排放（範疇一）、能源使用的間接排放（範疇二），以及價值鏈產生的間接排放（範疇三）進行減量。主要策略包括：1. 持續積極自主減碳（研發先進晶圓代工技術、提升能資源生產力及使用效率，將半導體晶圓製造及 IC 終端產品使用階段之碳排降到最低）；2. 全面採用再生能源（訂定 2025 年 25%、2030 年 50%、2050 年 100% 三階段目標，大幅提升再生能源使用比例）；3. 投資淨零碳技術（投資淨零碳排放技術及參與碳抵減相關專案，以抵減不可避免或尚有削減技術限制的碳排放）。,❌,✅,-28.5%,,17.1%,✅,30% (2030),✅,0
0053,力積電,28112667,"582,944",2050,14%,❌,針對製程所使用的含氟溫室氣體減量，除持續進行源頭管理評估物料取代外，亦致力提升末端除害裝置之處理效能或汰換老舊設備。2024年積極推動包含製程尾氣處理設備之汰舊換新、增加製程尾氣之處理範圍及安裝高效率製程尾氣處理設備於新設機台等實際減量計畫運作。主要方案包括：汰換現場製程尾氣處理設備、增加製程尾氣處理範圍、妥善處理製程排放含氟氣體。,❌,❌,-59.0%,1%,0.9%,❌,無目標年,❌,0
0053,欣興,23535435,"537,380",2050,30%,❌,欣興電子已採取多項關鍵策略，已持續朝永續目標前進，欣興預計於 2024~2026 年間在 6 廠區各設 1~2 座氫能發電廠，積極導入綠色能源以降低碳足跡，並提升能源自主性。此外，我們持續優化生產流程、推動廠區智慧節能技術，並參與國際減碳倡議，以確保企業發展符合全球永續標準。,❌,❌,-20.6%,,,✅,30% (2030),❌,0
0053,南電,16096804,"442,870",,3%,遠低於2°C,公司運用 AI 技術優化製程，提升良率並降低原物料消耗，如刪減烘烤、植錫球及錫膏製程改善。此外，節能節水方案分為三類：製程能源減量、能源管理、公用設備效率提升。,✅,✅,-53.0%,2%,0.1%,❌,無目標年,❌,0
0053,南亞科,89390656,"430,324",,25%,遠低於2°C,南亞科技落實「創造共享價值」策略主軸，持續盤點營運過程可能產生環境衝擊，針對自然、氣候、能源、資源、污染排放及循環再利用等議題，從源頭產品設計及先進技術研發，以提供消費者使用更高效能及更低碳排放的產品，採用優於法規的標準與遵循國際永續框架，以持續避免或降低衝擊風險，並制訂相關永續績效指標來檢核。藉建廠規劃時購置PFC高削減率Local Scrubber，以及製程PFC用量減少方案的推動，設定減量目標是達到90%以上；在2021年至2024年間，製程PFC氣體削減排放比例均達到93%以上。,❌,✅,-34.0%,,4.4%,❌,2030,,0
0053,華邦電,22099218,"397,007",2050,42%,承諾設定科學基礎目標,碳排放管理 ( 溫室氣體盤查、產品碳足跡 )、能源管理系統、水資源管理系統、循環經濟、能耗設備汰換 ( 馬達與加熱設備 )、用量管理 ( 排氣系統節能 )、AI 智慧化能源監控 ( 智能空調 )、再生能源 ( 風能、太陽光電 )、製程氣體減量 ( 利用率提高 )、新式尾氣削減技術、含氟氣體替代技術、低碳原料、氫能、研究及實踐自然為本的解方、研究科技為本的解方、低碳運輸。,❌,✅,-30.8%,3%,5.9%,❌,15% (2030),❌,0
0053,旺宏,22099548,"355,303",2050,,❌,旺宏訂定 2050 年淨零排放為長期目標，並規劃減量路徑作為定期績效檢驗指標。各廠將依據減量路徑規劃減碳專案並經過預算審查據以執行，每年執行各廠組織型溫室氣體盤查與驗證，每年追蹤減碳進度，並訂定每 5 年為一期檢視減碳績效，2025 年為第一個目標檢視點。預計 2025 年減量措施，包含：裝設氟系氣體削減設備、提升綠電使用率及節能措施等。2024 年之節能策略主要針對空調、冰機以及設備轉運調配節能，共執行 40 項節約能源方案。,❌,✅,-35.4%,,2.0%,✅,無目標年,❌,0
0053,力成,16082267,"306,448",2050,15%,❌,力成科技的溫室氣體減量策略著重於用電管理及減少用電量，設定節電目標：年節電率達 1%。具體措施包含設備汰換 (乾燥機設備汰換、泵浦更換為 IE3 節能馬達、冷卻水塔濾材更換)、參數優化 (冰水主機冷凝器清洗保養、空壓機 PCW 冷卻水改冰水供應、區域風機運轉時間及頻率調整等)、照明汰換 (使用高效率 LED、調整部分區域照明管控方式) 及設置太陽能板自發自用。,❌,❌,-3.5%,1%,3.5%,❌,無目標年,❌,0
0053,京元電子,22507241,"280,120",2050,15%,❌,關鍵減量策略主要涵蓋：推動節能專案以提高能源使用效率、透過綠電轉供持續擴大再生能源使用、既有及新建廠區屋頂建置太陽能發電系統、廠務及生產製程閥體冷媒汰換為低GWP值冷媒、持續關注重碳權交易市場。此外，再生能源策略包括規劃太陽能板設置、簽訂綠電憑證購電協議（CDDP）、與能源公司合作開發案場。,❌,❌,-25.3%,,2.4%,❌,2030,❌,0
0053,景碩,70785139,"236,715",2050,,❌,節能減碳六大主軸：新技術與設備導入 (魯式鼓風機汰換、熱泵系統取代電加熱、冰機汰換、冷卻水塔葉片更換、空調箱導入EC高效風車、K1K2汰換DC型FFU機組)；能源管理＆效率提升 (空調空壓能效管理與節能、空壓多機連控+定變頻管理、空壓高低壓分流/空調大溫差管理、冷卻水塔風扇變頻&出水溫度管理)；廠務系統整併優化 (集塵系統管路整合、空壓機設置熱回收、空壓站通風改善、空調/排氣系統整併&降頻節能)；水設備與純水 (廢水廠流程&管理、RO節能與全廠節水)；其他管理面 (K6建置太陽能光電&直購綠電、能源綜合有效(循環)利用、評估氫能發電&其他再生能源、儲能與綠能專案拓展)。,❌,❌,-16.7%,,0.9%,✅,無目標年,❌,0
0053,台勝科,89406518,"229,103",2050,25%,遠低於2°C,公司設定2050碳中和目標，透過「六綠」原則（綠建築、綠能源、綠採購、綠製程、綠排放、綠產品）推動氣候策略藍圖。策略包括整合氣候議題至管理面向、推動低碳供應鏈與範疇三盤查、節能改善、規劃再生能源建置與採購再生能源憑證，並設定2030年範疇一、二溫室氣體排放減量25%及再生能源使用比例25%目標。,✅,✅,-12.6%,,,❌,無目標年,❌,0
0053,南茂,16130042,"224,960",2050,,❌,南茂淨零排放策略以綠色能源計畫、發展綠色生產、調適與緩解氣候變遷、永續行動與綠色影響力等五大主軸展開具體行動計畫。減碳方法主要包括：① 內部運營節電與能效管理；② 綠電案場導入及建置、綠電憑證購買；③ 其他：碳捕捉技術 or 碳權市場交易。,❌,❌,-3.8%,3%,0.6%,❌,無目標年,❌,0
0053,大立光,22480876,"164,275",,,❌,"擬定碳減量計畫與再生能源策略，持續進行節能減碳措施。導入高效率空調、製程冷卻與照明系統(如變頻空壓機、LED照明)。溫控調整或增設定時裝置以降低運轉耗電。推動E化系統減少用紙消耗。設置電力監控系統。安裝節水設備，定期記錄用水流量及分析。高耗能及老舊設備汰換。新建廠規劃建置1,100KW太陽光電。尋找合適再生能源取代傳統能源。廠區綠化。廠區內生產製程物料使用源頭控管，避免使用現行環保技術無法處理的原物料。",✅,❌,,,0.0%,❌,2030,❌,0
0053,華通,04401392,"145,463",2050,30%,❌,華通透過能效提升和設備汰換兩個主要路徑進行減量行動，並依據各廠區特性，規劃多元的健康促進活動，也培養每一位員工都能建立自救救人的能力，2024年舉辦各種健康促進系列活動，以達能耗強度下降之長期目標。,❌,✅,-133.3%,1%,33.1%,✅,30% (2030),❌,0
0053,福懋科,23826736,"112,003",2030,25%,遠低於2°C,製程改善、節能、綠色採購、綠電採購、水資源循環再利用、規劃再生能源建置。,❌,✅,-3.0%,2%,3.1%,,1.5% (無目標年),❌,0
0053,超豐,05126366,"101,003",2050,10%,❌,基準年以 2022 年為基準 (Scope1+2)，短期：2025 年減量 3%，中期：2030 年減量 10%，長期：2050 年朝向淨零排放之路徑前行。用電量年減 1%，為因應氣候變遷、促進公司永續經營及配合法規。推動環境管理系統 (ISO 14001)，製程降低能源使用，減少碳排放量。為保護環境盡最大的力量。自 2016 年自願性進行溫室氣體盤查。,❌,✅,,1%,0.9%,❌,10% (2030),❌,0
0053,燿華,05637971,"87,483",2050,30%,❌,提升能源效率、購買節能設備、建置太陽能發電系統、評估低碳燃料/能源選擇。,❌,❌,3.9%,1%,0.0%,❌,1.6% (2028),❌,0
0053,金像電,30955404,"83,259",,47%,❌,為實現碳排放總量與強度雙重下降目標，金像電於2024年推動多項具體減碳措施，涵蓋能源效率提升、設備汰換、製程優化、再生能源導入與間接排放管理等層面，逐步建構具體可量測之低碳轉型架構。具體措施包括汰換高耗能設備、馬達汰換、再生能源T-REC採購、異地材料採購。,❌,❌,3.4%,1%,28.3%,❌,1.5% (2030),❌,0
0053,國巨,22636630,"75,048",2050,,❌,2024 年，我們整合「自動化生產」、「製程數位化」與「能源管理優化」三大策略，創造兼顧環保與營運效能的新標竿。我們逐步擴大再生能源使用與水資源管理目標，確保企業營運與環境保護並行不悖。同時，國巨全面對照 TCFD 架構進行氣候風險識別與資訊揭露，建立包含碳排放、用水、再生能源等關鍵指標的追蹤機制，強化永續治理基礎，穩健邁向 2050 年淨零排放目標。/ 目前公司主要策略為強化研發能力以符合客戶低環境衝擊產品的需求，同時透過提升再生能源使用率，設定各廠節能目標、提升單位產能績效降低生產之能源耗量，更預計逐步於各廠建置再生能源系統及導入 ISO 50001 能源管理系統。,❌,❌,-7.8%,1%,4.5%,❌,無目標年,❌,0
0053,華泰,89004161,"71,037",,23%,❌,自 2020 年起，華泰電子逐年推動節能減碳方案，包含以下四大措施： 1. 優化設備運轉時數，減少公用設備閒置能耗 2. 汰換老舊設備，提升整體能源效率 3. 導入太陽能設施，擴增再生能源使用占比 4. 購買綠電與取得憑證，強化低碳能源結構。,❌,❌,3.0%,3%,1.2%,❌,無目標年,❌,0
0053,敬鵬,43816068,"58,414",2050,,❌,實施節能方案、導入內部碳定價 (ICP) 機制、應用於節能減碳專案及再生電力、鼓勵投資負碳技術與低碳創新、擴大自發自用太陽能裝機容量、汰換高耗能設備、規劃使用再生能源及太陽能光電設置、推動低碳節能改善計畫。,❌,✅,-7.3%,5%,13.0%,❌,無目標年,❌,0
0053,華東,22101116,"56,593",2050,,❌,華東科技的關鍵減量策略包括：綠色工廠布局（全面碳排放盤點、導入低碳建築、優化基礎設施達成節能減排）、綠色供應鏈管理（推動供應鏈減碳、建立供應商管理規範、優化產品碳足跡）、綠色產品與低碳製程（降低能源消耗與溫室氣體排放、優化產品設計與製程技術、提升生產效率）、綠電導入與再生能源布局（啟動綠電採購、提升再生能源使用比例）。,❌,❌,0.3%,3%,1.0%,❌,無目標年,❌,0
